"level1" "level2" "level3" "level4" "level5" "level6" "level7" "level8" "level9" "level10" "level11" "level12" "level13" "value"
"356" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "TRANSMISSION ACROSS CHEMICAL SYNAPSES" "" "" "" "" "" "" "" "" "" "" 162
"357" "IN REACTOME HIERARCHIE" "metabolism of proteins" "TRANSLATION" "" "" "" "" "" "" "" "" "" "" 285
"358" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "TRANSCRIPTIONAL REGULATION OF GRANULOPOIESIS" "" "" "" "" "" "" "" "" "" "" 65
"359" "IN REACTOME HIERARCHIE" "metabolism" "THE CITRIC ACID TCA CYCLE AND RESPIRATORY ELECTRON TRANSPORT" "" "" "" "" "" "" "" "" "" "" 166
"360" "IN REACTOME HIERARCHIE" "MUSCLE CONTRACTION" "STRIATED MUSCLE CONTRACTION" "" "" "" "" "" "" "" "" "" "" 27
"361" "IN REACTOME HIERARCHIE" "MUSCLE CONTRACTION" "SMOOTH MUSCLE CONTRACTION" "" "" "" "" "" "" "" "" "" "" 34
"362" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY WNT" "" "" "" "" "" "" "" "" "" "" 288
"363" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY RHO GTPASES MIRO GTPASES AND RHOBTB3" "" "" "" "" "" "" "" "" "" "" 642
"364" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NUCLEAR RECEPTORS" "" "" "" "" "" "" "" "" "" "" 234
"365" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY NOTCH" "" "" "" "" "" "" "" "" "" "" 210
"366" "IN REACTOME HIERARCHIE" "signal transduction" "SIGNALING BY GPCR" "" "" "" "" "" "" "" "" "" "" 318
"367" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "RRNA PROCESSING" "" "" "" "" "" "" "" "" "" "" 193
"368" "IN REACTOME HIERARCHIE" "gene expression transcription" "RNA POLYMERASE I TRANSCRIPTION" "" "" "" "" "" "" "" "" "" "" 88
"369" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "REGULATION OF MRNA STABILITY BY PROTEINS THAT BIND AU RICH ELEMENTS" "" "" "" "" "" "" "" "" "" "" 83
"370" "IN REACTOME HIERARCHIE" "metabolism of proteins" "REGULATION OF INSULIN LIKE GROWTH FACTOR IGF TRANSPORT AND UPTAKE BY INSULIN LIKE GROWTH FACTOR BINDING PROTEINS IGFBPS" "" "" "" "" "" "" "" "" "" "" 81
"371" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "PROTEIN PROTEIN INTERACTIONS AT SYNAPSES" "" "" "" "" "" "" "" "" "" "" 72
"372" "IN REACTOME HIERARCHIE" "metabolism of proteins" "PROTEIN FOLDING" "" "" "" "" "" "" "" "" "" "" 74
"373" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRONLESS PRE MRNA" "" "" "" "" "" "" "" "" "" "" 28
"374" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "PROCESSING OF CAPPED INTRON CONTAINING PRE MRNA" "" "" "" "" "" "" "" "" "" "" 234
"375" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "POTASSIUM CHANNELS" "" "" "" "" "" "" "" "" "" "" 48
"376" "IN REACTOME HIERARCHIE" "hemostasis" "PLATELET HOMEOSTASIS" "" "" "" "" "" "" "" "" "" "" 66
"377" "IN REACTOME HIERARCHIE" "hemostasis" "PLATELET ADHESION TO EXPOSED COLLAGEN" "" "" "" "" "" "" "" "" "" "" 12
"378" "IN REACTOME HIERARCHIE" "metabolism of proteins" "PEPTIDE HORMONE METABOLISM" "" "" "" "" "" "" "" "" "" "" 45
"379" "IN REACTOME HIERARCHIE" "DNA REPAIR" "NUCLEOTIDE EXCISION REPAIR" "" "" "" "" "" "" "" "" "" "" 110
"380" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "NONSENSE MEDIATED DECAY NMD" "" "" "" "" "" "" "" "" "" "" 109
"381" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "NON INTEGRIN MEMBRANE ECM INTERACTIONS" "" "" "" "" "" "" "" "" "" "" 55
"382" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "NERVOUS SYSTEM DEVELOPMENT" "" "" "" "" "" "" "" "" "" "" 495
"383" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "MRNA CAPPING" "" "" "" "" "" "" "" "" "" "" 29
"384" "IN REACTOME HIERARCHIE" "PROTEIN LOCALIZATION" "MITOCHONDRIAL PROTEIN IMPORT" "" "" "" "" "" "" "" "" "" "" 62
"385" "IN REACTOME HIERARCHIE" "ORGANELLE BIOGENESIS AND MAINTENANCE" "MITOCHONDRIAL BIOGENESIS" "" "" "" "" "" "" "" "" "" "" 90
"386" "IN REACTOME HIERARCHIE" "DNA REPAIR" "MISMATCH REPAIR" "" "" "" "" "" "" "" "" "" "" 15
"387" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF NUCLEOTIDES" "" "" "" "" "" "" "" "" "" "" 81
"388" "IN REACTOME HIERARCHIE" "metabolism" "METABOLISM OF AMINO ACIDS AND DERIVATIVES" "" "" "" "" "" "" "" "" "" "" 282
"389" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "LAMININ INTERACTIONS" "" "" "" "" "" "" "" "" "" "" 29
"390" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "ION CHANNEL TRANSPORT" "" "" "" "" "" "" "" "" "" "" 118
"391" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "INTEGRIN CELL SURFACE INTERACTIONS" "" "" "" "" "" "" "" "" "" "" 73
"392" "IN REACTOME HIERARCHIE" "metabolism" "INTEGRATION OF ENERGY METABOLISM" "" "" "" "" "" "" "" "" "" "" 81
"393" "IN REACTOME HIERARCHIE" "metabolism" "INOSITOL PHOSPHATE METABOLISM" "" "" "" "" "" "" "" "" "" "" 37
"394" "IN REACTOME HIERARCHIE" "gene expression transcription" "GENE SILENCING BY RNA" "" "" "" "" "" "" "" "" "" "" 107
"395" "IN REACTOME HIERARCHIE" "DNA REPAIR" "FANCONI ANEMIA PATHWAY" "" "" "" "" "" "" "" "" "" "" 38
"396" "IN REACTOME HIERARCHIE" "hemostasis" "FACTORS INVOLVED IN MEGAKARYOCYTE DEVELOPMENT AND PLATELET PRODUCTION" "" "" "" "" "" "" "" "" "" "" 124
"397" "IN REACTOME HIERARCHIE" "gene expression transcription" "EPIGENETIC REGULATION OF GENE EXPRESSION" "" "" "" "" "" "" "" "" "" "" 125
"398" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "ELASTIC FIBRE FORMATION" "" "" "" "" "" "" "" "" "" "" 38
"399" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "ECM PROTEOGLYCANS" "" "" "" "" "" "" "" "" "" "" 69
"400" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "DNA REPLICATION PRE INITIATION" "" "" "" "" "" "" "" "" "" "" 84
"401" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DOUBLE STRAND BREAK REPAIR" "" "" "" "" "" "" "" "" "" "" 153
"402" "IN REACTOME HIERARCHIE" "DNA REPAIR" "DNA DAMAGE BYPASS" "" "" "" "" "" "" "" "" "" "" 48
"403" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "DEGRADATION OF THE EXTRACELLULAR MATRIX" "" "" "" "" "" "" "" "" "" "" 112
"404" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "DEADENYLATION DEPENDENT MRNA DECAY" "" "" "" "" "" "" "" "" "" "" 55
"405" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "COLLAGEN FORMATION" "" "" "" "" "" "" "" "" "" "" 81
"406" "IN REACTOME HIERARCHIE" "ORGANELLE BIOGENESIS AND MAINTENANCE" "CILIUM ASSEMBLY" "" "" "" "" "" "" "" "" "" "" 180
"407" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CHROMOSOME MAINTENANCE" "" "" "" "" "" "" "" "" "" "" 120
"408" "IN REACTOME HIERARCHIE" "chromatin organization" "CHROMATIN MODIFYING ENZYMES" "" "" "" "" "" "" "" "" "" "" 240
"409" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE MITOTIC" "" "" "" "" "" "" "" "" "" "" 517
"410" "IN REACTOME HIERARCHIE" "CELL CYCLE" "CELL CYCLE CHECKPOINTS" "" "" "" "" "" "" "" "" "" "" 274
"411" "IN REACTOME HIERARCHIE" "MUSCLE CONTRACTION" "CARDIAC CONDUCTION" "" "" "" "" "" "" "" "" "" "" 79
"412" "IN REACTOME HIERARCHIE" "DNA REPAIR" "BASE EXCISION REPAIR" "" "" "" "" "" "" "" "" "" "" 71
"413" "IN REACTOME HIERARCHIE" "PROGRAMMED CELL DEATH" "APOPTOSIS" "" "" "" "" "" "" "" "" "" "" 158
"414" "NOT IN REACTOME HIERARCHIE" "VIRAL MESSENGER RNA SYNTHESIS" "" "" "" "" "" "" "" "" "" "" "" 42
"415" "NOT IN REACTOME HIERARCHIE" "TRNA PROCESSING IN THE NUCLEUS" "" "" "" "" "" "" "" "" "" "" "" 55
"416" "NOT IN REACTOME HIERARCHIE" "TRNA PROCESSING" "" "" "" "" "" "" "" "" "" "" "" 102
"417" "NOT IN REACTOME HIERARCHIE" "TRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL" "" "" "" "" "" "" "" "" "" "" "" 41
"418" "IN REACTOME HIERARCHIE" "TRANSPORT OF SMALL MOLECULES" "" "" "" "" "" "" "" "" "" "" "" 585
"419" "NOT IN REACTOME HIERARCHIE" "TRANSLOCATION OF SLC2A4 GLUT4 TO THE PLASMA MEMBRANE" "" "" "" "" "" "" "" "" "" "" "" 61
"420" "NOT IN REACTOME HIERARCHIE" "TRANSCRIPTIONAL REGULATION OF PLURIPOTENT STEM CELLS" "" "" "" "" "" "" "" "" "" "" "" 14
"421" "NOT IN REACTOME HIERARCHIE" "TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1" "" "" "" "" "" "" "" "" "" "" "" 16
"422" "NOT IN REACTOME HIERARCHIE" "TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY DREAM COMPLEX" "" "" "" "" "" "" "" "" "" "" "" 19
"423" "NOT IN REACTOME HIERARCHIE" "SLC TRANSPORTER DISORDERS" "" "" "" "" "" "" "" "" "" "" "" 63
"424" "NOT IN REACTOME HIERARCHIE" "" "" "" "" "" "" "" "" "" "" "" "" -Inf
"425" "NOT IN REACTOME HIERARCHIE" "SCF SKP2 MEDIATED DEGRADATION OF P27 P21" "" "" "" "" "" "" "" "" "" "" "" 58
"426" "NOT IN REACTOME HIERARCHIE" "RRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL" "" "" "" "" "" "" "" "" "" "" "" 59
"427" "NOT IN REACTOME HIERARCHIE" "RESPONSE TO ELEVATED PLATELET CYTOSOLIC CA2" "" "" "" "" "" "" "" "" "" "" "" 99
"428" "NOT IN REACTOME HIERARCHIE" "RESPONSE OF MTB TO PHAGOCYTOSIS" "" "" "" "" "" "" "" "" "" "" "" 20
"429" "NOT IN REACTOME HIERARCHIE" "RESPONSE OF EIF2AK4 GCN2 TO AMINO ACID DEFICIENCY" "" "" "" "" "" "" "" "" "" "" "" 94
"430" "NOT IN REACTOME HIERARCHIE" "RESPIRATORY ELECTRON TRANSPORT ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING AND HEAT PRODUCTION BY UNCOUPLING PROTEINS" "" "" "" "" "" "" "" "" "" "" "" 120
"431" "NOT IN REACTOME HIERARCHIE" "RESOLUTION OF D LOOP STRUCTURES THROUGH SYNTHESIS DEPENDENT STRAND ANNEALING SDSA" "" "" "" "" "" "" "" "" "" "" "" 26
"432" "IN REACTOME HIERARCHIE" "REPRODUCTION" "" "" "" "" "" "" "" "" "" "" "" 107
"433" "NOT IN REACTOME HIERARCHIE" "REDUCTION OF CYTOSOLIC CA LEVELS" "" "" "" "" "" "" "" "" "" "" "" 10
"434" "IN REACTOME HIERARCHIE" "PROTEIN LOCALIZATION" "" "" "" "" "" "" "" "" "" "" "" 142
"435" "IN REACTOME HIERARCHIE" "PROGRAMMED CELL DEATH" "" "" "" "" "" "" "" "" "" "" "" 181
"436" "NOT IN REACTOME HIERARCHIE" "PRE NOTCH PROCESSING IN THE ENDOPLASMIC RETICULUM" "" "" "" "" "" "" "" "" "" "" "" 6
"437" "NOT IN REACTOME HIERARCHIE" "POST CHAPERONIN TUBULIN FOLDING PATHWAY" "" "" "" "" "" "" "" "" "" "" "" 15
"438" "NOT IN REACTOME HIERARCHIE" "PHASE 3 RAPID REPOLARISATION" "" "" "" "" "" "" "" "" "" "" "" 3
"439" "IN REACTOME HIERARCHIE" "ORGANELLE BIOGENESIS AND MAINTENANCE" "" "" "" "" "" "" "" "" "" "" "" 270
"440" "NOT IN REACTOME HIERARCHIE" "NUCLEOBASE BIOSYNTHESIS" "" "" "" "" "" "" "" "" "" "" "" 15
"441" "NOT IN REACTOME HIERARCHIE" "NUCLEAR IMPORT OF REV PROTEIN" "" "" "" "" "" "" "" "" "" "" "" 32
"442" "NOT IN REACTOME HIERARCHIE" "NS1 MEDIATED EFFECTS ON HOST PATHWAYS" "" "" "" "" "" "" "" "" "" "" "" 37
"443" "NOT IN REACTOME HIERARCHIE" "NOTCH4 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION" "" "" "" "" "" "" "" "" "" "" "" 19
"444" "IN REACTOME HIERARCHIE" "NEURONAL SYSTEM" "" "" "" "" "" "" "" "" "" "" "" 237
"445" "IN REACTOME HIERARCHIE" "MUSCLE CONTRACTION" "" "" "" "" "" "" "" "" "" "" "" 152
"446" "NOT IN REACTOME HIERARCHIE" "MRNA SPLICING MINOR PATHWAY" "" "" "" "" "" "" "" "" "" "" "" 52
"447" "IN REACTOME HIERARCHIE" "METABOLISM OF RNA" "" "" "" "" "" "" "" "" "" "" "" 640
"448" "NOT IN REACTOME HIERARCHIE" "INTERCONVERSION OF NUCLEOTIDE DI AND TRIPHOSPHATES" "" "" "" "" "" "" "" "" "" "" "" 24
"449" "NOT IN REACTOME HIERARCHIE" "INTERACTIONS OF VPR WITH HOST CELLULAR PROTEINS" "" "" "" "" "" "" "" "" "" "" "" 34
"450" "NOT IN REACTOME HIERARCHIE" "INTERACTIONS OF REV WITH HOST CELLULAR PROTEINS" "" "" "" "" "" "" "" "" "" "" "" 35
"451" "NOT IN REACTOME HIERARCHIE" "INACTIVATION OF CDC42 AND RAC1" "" "" "" "" "" "" "" "" "" "" "" 8
"452" "NOT IN REACTOME HIERARCHIE" "HSP90 CHAPERONE CYCLE FOR STEROID HORMONE RECEPTORS SHR" "" "" "" "" "" "" "" "" "" "" "" 43
"453" "NOT IN REACTOME HIERARCHIE" "HEDGEHOG OFF STATE" "" "" "" "" "" "" "" "" "" "" "" 102
"454" "NOT IN REACTOME HIERARCHIE" "GENE AND PROTEIN EXPRESSION BY JAK STAT SIGNALING AFTER INTERLEUKIN 12 STIMULATION" "" "" "" "" "" "" "" "" "" "" "" 32
"455" "NOT IN REACTOME HIERARCHIE" "G1 S SPECIFIC TRANSCRIPTION" "" "" "" "" "" "" "" "" "" "" "" 28
"456" "NOT IN REACTOME HIERARCHIE" "FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC" "" "" "" "" "" "" "" "" "" "" "" 17
"457" "NOT IN REACTOME HIERARCHIE" "FORMATION OF RNA POL II ELONGATION COMPLEX" "" "" "" "" "" "" "" "" "" "" "" 56
"458" "NOT IN REACTOME HIERARCHIE" "FOLDING OF ACTIN BY CCT TRIC" "" "" "" "" "" "" "" "" "" "" "" 9
"459" "NOT IN REACTOME HIERARCHIE" "FCGR3A MEDIATED IL10 SYNTHESIS" "" "" "" "" "" "" "" "" "" "" "" 29
"460" "IN REACTOME HIERARCHIE" "EXTRACELLULAR MATRIX ORGANIZATION" "" "" "" "" "" "" "" "" "" "" "" 253
"461" "NOT IN REACTOME HIERARCHIE" "EXPORT OF VIRAL RIBONUCLEOPROTEINS FROM NUCLEUS" "" "" "" "" "" "" "" "" "" "" "" 31
"462" "NOT IN REACTOME HIERARCHIE" "ERCC6 CSB AND EHMT2 G9A POSITIVELY REGULATE RRNA EXPRESSION" "" "" "" "" "" "" "" "" "" "" "" 55
"463" "NOT IN REACTOME HIERARCHIE" "ELEVATION OF CYTOSOLIC CA2 LEVELS" "" "" "" "" "" "" "" "" "" "" "" 12
"464" "NOT IN REACTOME HIERARCHIE" "E2F ENABLED INHIBITION OF PRE REPLICATION COMPLEX FORMATION" "" "" "" "" "" "" "" "" "" "" "" 9
"465" "IN REACTOME HIERARCHIE" "DNA REPLICATION" "" "" "" "" "" "" "" "" "" "" "" 124
"466" "IN REACTOME HIERARCHIE" "DNA REPAIR" "" "" "" "" "" "" "" "" "" "" "" 311
"467" "NOT IN REACTOME HIERARCHIE" "DNA METHYLATION" "" "" "" "" "" "" "" "" "" "" "" 44
"468" "NOT IN REACTOME HIERARCHIE" "DISORDERS OF TRANSMEMBRANE TRANSPORTERS" "" "" "" "" "" "" "" "" "" "" "" 128
"469" "IN REACTOME HIERARCHIE" "DEVELOPMENTAL BIOLOGY" "" "" "" "" "" "" "" "" "" "" "" 803
"470" "NOT IN REACTOME HIERARCHIE" "DEFECTIVE LFNG CAUSES SCDO3" "" "" "" "" "" "" "" "" "" "" "" 5
"471" "NOT IN REACTOME HIERARCHIE" "DEFECTIVE EXT2 CAUSES EXOSTOSES 2" "" "" "" "" "" "" "" "" "" "" "" 12
"472" "NOT IN REACTOME HIERARCHIE" "DEFECTIVE CFTR CAUSES CYSTIC FIBROSIS" "" "" "" "" "" "" "" "" "" "" "" 57
"473" "NOT IN REACTOME HIERARCHIE" "DEFECTIVE B4GALT7 CAUSES EDS PROGEROID TYPE" "" "" "" "" "" "" "" "" "" "" "" 17
"474" "NOT IN REACTOME HIERARCHIE" "COOPERATION OF PREFOLDIN AND TRIC CCT IN ACTIN AND TUBULIN FOLDING" "" "" "" "" "" "" "" "" "" "" "" 25
"475" "NOT IN REACTOME HIERARCHIE" "CHK1 CHK2 CDS1 MEDIATED INACTIVATION OF CYCLIN B CDK1 COMPLEX" "" "" "" "" "" "" "" "" "" "" "" 12
"476" "NOT IN REACTOME HIERARCHIE" "CHAPERONE MEDIATED AUTOPHAGY" "" "" "" "" "" "" "" "" "" "" "" 18
"477" "NOT IN REACTOME HIERARCHIE" "CELLULAR RESPONSES TO EXTERNAL STIMULI" "" "" "" "" "" "" "" "" "" "" "" 610
"478" "IN REACTOME HIERARCHIE" "CELL CYCLE" "" "" "" "" "" "" "" "" "" "" "" 642
"479" "IN REACTOME HIERARCHIE" "AUTOPHAGY" "" "" "" "" "" "" "" "" "" "" "" 130
"480" "NOT IN REACTOME HIERARCHIE" "ANTIGEN PROCESSING UBIQUITINATION PROTEASOME DEGRADATION" "" "" "" "" "" "" "" "" "" "" "" 274
"481" "NOT IN REACTOME HIERARCHIE" "AMYLOID FIBER FORMATION" "" "" "" "" "" "" "" "" "" "" "" 68
"482" "NOT IN REACTOME HIERARCHIE" "ADRENALINE NORADRENALINE INHIBITS INSULIN SECRETION" "" "" "" "" "" "" "" "" "" "" "" 20
"483" "NOT IN REACTOME HIERARCHIE" "ADORA2B MEDIATED ANTI INFLAMMATORY CYTOKINES PRODUCTION" "" "" "" "" "" "" "" "" "" "" "" 58
"484" "NOT IN REACTOME HIERARCHIE" "ACTIVATION OF AMPK DOWNSTREAM OF NMDARS" "" "" "" "" "" "" "" "" "" "" "" 18
"485" "NOT IN REACTOME HIERARCHIE" "ACTIVATED NTRK3 SIGNALS THROUGH RAS" "" "" "" "" "" "" "" "" "" "" "" 8
"486" "NOT IN REACTOME HIERARCHIE" "ABC TRANSPORTER DISORDERS" "" "" "" "" "" "" "" "" "" "" "" 64
