"level1" "level2" "level3" "level4" "level5" "level6" "level7" "level8" "level9" "level10" "level11" "level12" "level13"
"271" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "SIGNALING BY NON RECEPTOR TYROSINE KINASES" "SIGNALING BY PTK6" "<b>PTK6 REGULATES CELL CYCLE</b>" "" "" "" "" "" "" "" ""
"272" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "SIGNALING BY TGFB FAMILY MEMBERS" "<b>SIGNALING BY ACTIVIN</b>" "" "" "" "" "" "" "" "" ""
"273" "<b>IN REACTOME HIERARCHIE</b>" "SIGNAL TRANSDUCTION" "SIGNALING BY TGFB FAMILY MEMBERS" "<b>SIGNALING BY BMP</b>" "" "" "" "" "" "" "" "" ""
"274" "NOT IN REACTOME HIERARCHIE" "<b>ABC TRANSPORTER DISORDERS</b>" "" "" "" "" "" "" "" "" "" "" ""
"275" "NOT IN REACTOME HIERARCHIE" "<b>ACTIVATED NTRK3 SIGNALS THROUGH RAS</b>" "" "" "" "" "" "" "" "" "" "" ""
"276" "NOT IN REACTOME HIERARCHIE" "<b>ACTIVATION OF AMPK DOWNSTREAM OF NMDARS</b>" "" "" "" "" "" "" "" "" "" "" ""
"277" "NOT IN REACTOME HIERARCHIE" "<b>ADORA2B MEDIATED ANTI INFLAMMATORY CYTOKINES PRODUCTION</b>" "" "" "" "" "" "" "" "" "" "" ""
"278" "NOT IN REACTOME HIERARCHIE" "<b>ADRENALINE NORADRENALINE INHIBITS INSULIN SECRETION</b>" "" "" "" "" "" "" "" "" "" "" ""
"279" "NOT IN REACTOME HIERARCHIE" "<b>AMYLOID FIBER FORMATION</b>" "" "" "" "" "" "" "" "" "" "" ""
"280" "NOT IN REACTOME HIERARCHIE" "<b>ANTIGEN PROCESSING UBIQUITINATION PROTEASOME DEGRADATION</b>" "" "" "" "" "" "" "" "" "" "" ""
"281" "NOT IN REACTOME HIERARCHIE" "<b>CELLULAR RESPONSES TO EXTERNAL STIMULI</b>" "" "" "" "" "" "" "" "" "" "" ""
"282" "NOT IN REACTOME HIERARCHIE" "<b>CHAPERONE MEDIATED AUTOPHAGY</b>" "" "" "" "" "" "" "" "" "" "" ""
"283" "NOT IN REACTOME HIERARCHIE" "<b>CHK1 CHK2 CDS1 MEDIATED INACTIVATION OF CYCLIN B CDK1 COMPLEX</b>" "" "" "" "" "" "" "" "" "" "" ""
"284" "NOT IN REACTOME HIERARCHIE" "<b>COOPERATION OF PREFOLDIN AND TRIC CCT IN ACTIN AND TUBULIN FOLDING</b>" "" "" "" "" "" "" "" "" "" "" ""
"285" "NOT IN REACTOME HIERARCHIE" "<b>DEFECTIVE B4GALT7 CAUSES EDS PROGEROID TYPE</b>" "" "" "" "" "" "" "" "" "" "" ""
"286" "NOT IN REACTOME HIERARCHIE" "<b>DEFECTIVE CFTR CAUSES CYSTIC FIBROSIS</b>" "" "" "" "" "" "" "" "" "" "" ""
"287" "NOT IN REACTOME HIERARCHIE" "<b>DEFECTIVE EXT2 CAUSES EXOSTOSES 2</b>" "" "" "" "" "" "" "" "" "" "" ""
"288" "NOT IN REACTOME HIERARCHIE" "<b>DEFECTIVE LFNG CAUSES SCDO3</b>" "" "" "" "" "" "" "" "" "" "" ""
"289" "NOT IN REACTOME HIERARCHIE" "<b>DISORDERS OF TRANSMEMBRANE TRANSPORTERS</b>" "" "" "" "" "" "" "" "" "" "" ""
"290" "NOT IN REACTOME HIERARCHIE" "<b>DNA METHYLATION</b>" "" "" "" "" "" "" "" "" "" "" ""
"291" "NOT IN REACTOME HIERARCHIE" "<b>E2F ENABLED INHIBITION OF PRE REPLICATION COMPLEX FORMATION</b>" "" "" "" "" "" "" "" "" "" "" ""
"292" "NOT IN REACTOME HIERARCHIE" "<b>ELEVATION OF CYTOSOLIC CA2 LEVELS</b>" "" "" "" "" "" "" "" "" "" "" ""
"293" "NOT IN REACTOME HIERARCHIE" "<b>ERCC6 CSB AND EHMT2 G9A POSITIVELY REGULATE RRNA EXPRESSION</b>" "" "" "" "" "" "" "" "" "" "" ""
"294" "NOT IN REACTOME HIERARCHIE" "<b>EXPORT OF VIRAL RIBONUCLEOPROTEINS FROM NUCLEUS</b>" "" "" "" "" "" "" "" "" "" "" ""
"295" "NOT IN REACTOME HIERARCHIE" "<b>FCGR3A MEDIATED IL10 SYNTHESIS</b>" "" "" "" "" "" "" "" "" "" "" ""
"296" "NOT IN REACTOME HIERARCHIE" "<b>FOLDING OF ACTIN BY CCT TRIC</b>" "" "" "" "" "" "" "" "" "" "" ""
"297" "NOT IN REACTOME HIERARCHIE" "<b>FORMATION OF RNA POL II ELONGATION COMPLEX</b>" "" "" "" "" "" "" "" "" "" "" ""
"298" "NOT IN REACTOME HIERARCHIE" "<b>FORMATION OF TUBULIN FOLDING INTERMEDIATES BY CCT TRIC</b>" "" "" "" "" "" "" "" "" "" "" ""
"299" "NOT IN REACTOME HIERARCHIE" "<b>G1 S SPECIFIC TRANSCRIPTION</b>" "" "" "" "" "" "" "" "" "" "" ""
"300" "NOT IN REACTOME HIERARCHIE" "<b>GENE AND PROTEIN EXPRESSION BY JAK STAT SIGNALING AFTER INTERLEUKIN 12 STIMULATION</b>" "" "" "" "" "" "" "" "" "" "" ""
"301" "NOT IN REACTOME HIERARCHIE" "<b>HEDGEHOG OFF STATE</b>" "" "" "" "" "" "" "" "" "" "" ""
"302" "NOT IN REACTOME HIERARCHIE" "<b>HSP90 CHAPERONE CYCLE FOR STEROID HORMONE RECEPTORS SHR</b>" "" "" "" "" "" "" "" "" "" "" ""
"303" "NOT IN REACTOME HIERARCHIE" "<b>INACTIVATION OF CDC42 AND RAC1</b>" "" "" "" "" "" "" "" "" "" "" ""
"304" "NOT IN REACTOME HIERARCHIE" "<b>INTERACTIONS OF REV WITH HOST CELLULAR PROTEINS</b>" "" "" "" "" "" "" "" "" "" "" ""
"305" "NOT IN REACTOME HIERARCHIE" "<b>INTERACTIONS OF VPR WITH HOST CELLULAR PROTEINS</b>" "" "" "" "" "" "" "" "" "" "" ""
"306" "NOT IN REACTOME HIERARCHIE" "<b>INTERCONVERSION OF NUCLEOTIDE DI AND TRIPHOSPHATES</b>" "" "" "" "" "" "" "" "" "" "" ""
"307" "NOT IN REACTOME HIERARCHIE" "<b>LTC4 CYSLTR MEDIATED IL4 PRODUCTION</b>" "" "" "" "" "" "" "" "" "" "" ""
"308" "NOT IN REACTOME HIERARCHIE" "<b>MRNA SPLICING MINOR PATHWAY</b>" "" "" "" "" "" "" "" "" "" "" ""
"309" "NOT IN REACTOME HIERARCHIE" "<b>NOTCH4 INTRACELLULAR DOMAIN REGULATES TRANSCRIPTION</b>" "" "" "" "" "" "" "" "" "" "" ""
"310" "NOT IN REACTOME HIERARCHIE" "<b>NS1 MEDIATED EFFECTS ON HOST PATHWAYS</b>" "" "" "" "" "" "" "" "" "" "" ""
"311" "NOT IN REACTOME HIERARCHIE" "<b>NUCLEAR IMPORT OF REV PROTEIN</b>" "" "" "" "" "" "" "" "" "" "" ""
"312" "NOT IN REACTOME HIERARCHIE" "<b>NUCLEOBASE BIOSYNTHESIS</b>" "" "" "" "" "" "" "" "" "" "" ""
"313" "NOT IN REACTOME HIERARCHIE" "<b>PHASE 3 RAPID REPOLARISATION</b>" "" "" "" "" "" "" "" "" "" "" ""
"314" "NOT IN REACTOME HIERARCHIE" "<b>PHASE I FUNCTIONALIZATION OF COMPOUNDS</b>" "" "" "" "" "" "" "" "" "" "" ""
"315" "NOT IN REACTOME HIERARCHIE" "<b>POST CHAPERONIN TUBULIN FOLDING PATHWAY</b>" "" "" "" "" "" "" "" "" "" "" ""
"316" "NOT IN REACTOME HIERARCHIE" "<b>PRE NOTCH PROCESSING IN THE ENDOPLASMIC RETICULUM</b>" "" "" "" "" "" "" "" "" "" "" ""
"317" "NOT IN REACTOME HIERARCHIE" "<b>REDUCTION OF CYTOSOLIC CA LEVELS</b>" "" "" "" "" "" "" "" "" "" "" ""
"318" "NOT IN REACTOME HIERARCHIE" "<b>RESOLUTION OF D LOOP STRUCTURES THROUGH SYNTHESIS DEPENDENT STRAND ANNEALING SDSA</b>" "" "" "" "" "" "" "" "" "" "" ""
"319" "NOT IN REACTOME HIERARCHIE" "<b>RESPIRATORY ELECTRON TRANSPORT ATP SYNTHESIS BY CHEMIOSMOTIC COUPLING AND HEAT PRODUCTION BY UNCOUPLING PROTEINS</b>" "" "" "" "" "" "" "" "" "" "" ""
"320" "NOT IN REACTOME HIERARCHIE" "<b>RESPONSE OF EIF2AK4 GCN2 TO AMINO ACID DEFICIENCY</b>" "" "" "" "" "" "" "" "" "" "" ""
"321" "NOT IN REACTOME HIERARCHIE" "<b>RESPONSE OF MTB TO PHAGOCYTOSIS</b>" "" "" "" "" "" "" "" "" "" "" ""
"322" "NOT IN REACTOME HIERARCHIE" "<b>RESPONSE TO ELEVATED PLATELET CYTOSOLIC CA2</b>" "" "" "" "" "" "" "" "" "" "" ""
"323" "NOT IN REACTOME HIERARCHIE" "<b>RRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL</b>" "" "" "" "" "" "" "" "" "" "" ""
"324" "NOT IN REACTOME HIERARCHIE" "<b>SCF SKP2 MEDIATED DEGRADATION OF P27 P21</b>" "" "" "" "" "" "" "" "" "" "" ""
"325" "NOT IN REACTOME HIERARCHIE" "<b>SENSORY PROCESSING OF SOUND BY OUTER HAIR CELLS OF THE COCHLEA</b>" "" "" "" "" "" "" "" "" "" "" ""
"326" "NOT IN REACTOME HIERARCHIE" "<b>SENSORY PROCESSING OF SOUND</b>" "" "" "" "" "" "" "" "" "" "" ""
"327" "NOT IN REACTOME HIERARCHIE" "<b>SLC TRANSPORTER DISORDERS</b>" "" "" "" "" "" "" "" "" "" "" ""
"328" "NOT IN REACTOME HIERARCHIE" "<b>TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY DREAM COMPLEX</b>" "" "" "" "" "" "" "" "" "" "" ""
"329" "NOT IN REACTOME HIERARCHIE" "<b>TRANSCRIPTION OF E2F TARGETS UNDER NEGATIVE CONTROL BY P107 RBL1 AND P130 RBL2 IN COMPLEX WITH HDAC1</b>" "" "" "" "" "" "" "" "" "" "" ""
"330" "NOT IN REACTOME HIERARCHIE" "<b>TRANSCRIPTIONAL REGULATION OF PLURIPOTENT STEM CELLS</b>" "" "" "" "" "" "" "" "" "" "" ""
"331" "NOT IN REACTOME HIERARCHIE" "<b>TRANSLOCATION OF SLC2A4 GLUT4 TO THE PLASMA MEMBRANE</b>" "" "" "" "" "" "" "" "" "" "" ""
"332" "NOT IN REACTOME HIERARCHIE" "<b>TRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL</b>" "" "" "" "" "" "" "" "" "" "" ""
"333" "NOT IN REACTOME HIERARCHIE" "<b>TRNA PROCESSING IN THE NUCLEUS</b>" "" "" "" "" "" "" "" "" "" "" ""
"334" "NOT IN REACTOME HIERARCHIE" "<b>TRNA PROCESSING</b>" "" "" "" "" "" "" "" "" "" "" ""
"335" "NOT IN REACTOME HIERARCHIE" "<b>VIRAL MESSENGER RNA SYNTHESIS</b>" "" "" "" "" "" "" "" "" "" "" ""
